activity_multiplier,animal_residue_pct,battery_level_percent,battery_maintenance_event,bin_index,collection_delay_minutes,collection_event,collection_threshold_percent,college_calendar_closed,date_index,day_of_week,dominant_waste_code,event_code,fill_level_percent,fish_meat_pct,friday_effect_active,green_other_pct,gross_waste_generation_kg,holiday_code,hour,hours_since_last_collection,humidity_percent,informal_recovery_kg,institution_status_code,is_collection_due,is_durga_puja_school_break,is_eid_day,is_eid_fitr_day,is_eid_fitr_period,is_eid_period,is_friday_prayer_window,is_packet_loss,is_public_holiday,is_ramadan,is_sensor_anomaly,is_special_working_day,is_weekend,metal_glass_pct,needs_collection,office_calendar_closed,organic_food_pct,overflow_kg,paper_cardboard_pct,plastic_pct,predicted_fill_level_percent,predicted_overflow_kg_4h,rainfall_mm_hour,school_calendar_closed,season_code,sensor_error_code,temperature_c,textile_pct,time_slot_code,timestamp_unix,true_fill_level_percent,waste_bulk_density_kg_m3,waste_entering_bin_kg,waste_volume_liter,weather_code
0.5626,0,95.2187,0,27,0,0,75,0,0,2,0,0,13.9775,10,0,6,1.65385,0,0,3.17312,74.323,0.0932928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,58,0,7,14,14.9985,0,0,0,0,0,13.2604,2,0,1735668000,12.6444,258.389,1.56056,6.03957,0
0.2134,1,99.5065,0,28,0,0,75,0,0,2,4,0,7.49432,2,0,19,0.175529,0,0,5.03285,75.8243,0.0168823,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,25,0,27,16,7.64483,0,0,0,0,0,13.5092,3,0,1735668000,8.7903,214.227,0.158646,0.740552,0
0.8924,1,96.5008,0,29,0,0,75,0,0,2,0,0,13.0087,3,0,11,1.77553,0,0,3.75903,71.5663,0.0715184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,52,0,10,15,21.2993,0,0,0,0,0,14.4472,5,0,1735668000,15.1227,228.173,1.70401,7.46806,0
0.2134,0,98.9165,0,30,0,0,80,0,0,2,4,0,11.8579,2,0,18,0.111626,0,0,3.12109,74.433,0.00940455,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,26,0,28,17,14.2196,0,0,0,0,0,14.2687,5,0,1735668000,13.5152,189.561,0.102221,0.539252,0
0.679,0,95.1911,0,31,0,0,75,0,0,2,1,0,15.7323,62,0,8,1.09367,0,0,4.036,74.0682,0.0153182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,4,10,21.5829,0,0,0,0,0,13.3764,1,0,1735668000,16.1319,399.405,1.07836,2.69991,0
0.388,0,98.4788,0,32,0,0,80,0,0,2,5,0,9.0099,2,0,8,0.706255,0,0,2.91589,75.7552,0.20065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,0,8,9,4.90821,0,0,0,0,0,13.2714,54,0,1735668000,5.55259,182.763,0.505606,2.76646,0
0.679,1,96.557,0,33,0,0,75,0,0,2,1,0,7.35852,64,0,8,2.65995,0,0,3.02637,75.9488,0.0171886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,2,9,12.4647,0,0,0,0,0,14.5982,0,0,1735668000,9.44727,406.3,2.64276,6.50446,0
0.97,0,97.851,0,34,0,0,72,0,0,2,0,0,20.6132,4,0,7,1.67715,0,0,2.43845,75.4448,0.0435308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,62,0,7,11,29.3187,0,0,0,0,0,13.0624,7,0,1735668000,19.0071,237.275,1.63362,6.8849,0
0.8924,1,97.3641,0,35,0,0,75,0,0,2,0,0,23.1093,6,0,10,1.84007,0,0,5.72086,75.6012,0.0937387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,43,0,12,18,31.4127,0,0,0,0,0,14.1284,5,0,1735668000,22.9566,240.663,1.74633,7.25632,0
0.2134,0,95.4779,0,36,0,0,80,0,0,2,0,0,11.3728,2,0,17,0.109175,0,0,6.07362,76.1366,0.0122491,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,27,0,27,18,9.02814,0,0,0,0,0,14.375,5,0,1735668000,10.4903,189.558,0.0969255,0.511325,0
0.7663,2,98.6929,0,37,0,0,75,0,0,2,0,0,16.6692,6,0,17,0.867692,0,0,1.55119,74.0507,0.0337017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,35,0,9,20,16.7332,0,0,0,0,0,14.7985,4,0,1735668000,14.9888,257.795,0.83399,3.23509,0
0.7663,0,99.3004,0,38,0,0,75,0,0,2,0,0,19.2541,4,0,15,0.881991,0,0,5.20353,76.527,0.0346996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,36,0,12,21,17.765,0,0,0,0,0,14.1852,6,0,1735668000,18.582,228.421,0.847291,3.70934,0
0.6887,1,97.0683,0,39,0,0,75,0,0,2,0,0,5.75792,4,0,18,0.65012,0,0,6.80534,75.7372,0.0144604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,58,0,5,12,12.9315,0,0,0,0,0,14.4357,0,0,1735668000,7.40184,238.183,0.63566,2.66879,0
0.679,0,95.5725,0,40,0,0,75,0,0,2,1,0,20.5119,63,0,7,2.14772,0,0,4.0938,74.9878,0.0193968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,15,0,3,9,22.2471,0,0,0,0,0,14.4502,1,0,1735668000,17.7493,406.241,2.12833,5.23908,0
0.5335,3,95.9028,0,41,0,0,85,0,0,2,0,0,17.6225,1,0,13,0.203475,0,0,2.41597,75.368,0.0100601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,31,0,14,30,18.9565,0,0,0,0,0,13.615,4,0,1735668000,15.707,198.037,0.193414,0.97666,0
0.679,0,97.9721,0,42,0,0,75,0,0,2,1,0,22.1603,61,0,9,3.20118,0,0,1.75645,76.6258,0.0700613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13,0,3,9,25.0427,0,0,0,0,0,14.743,3,0,1735668000,20.334,400.134,3.13112,7.82516,0
0.1746,0,97.0381,0,43,0,0,75,0,0,2,4,0,23.5849,2,0,16,0.225893,0,0,5.86863,74.9335,0.023327,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,25,0,29,20,21.6197,0,0,0,0,0,14.0046,4,0,1735668000,21.1812,185.521,0.202566,1.09187,0
0.8924,0,97.529,0,44,0,0,75,0,0,2,0,0,13.4207,4,0,11,1.73768,0,0,1.20964,73.9713,0.078824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,55,0,8,14,17.9834,0,0,0,0,0,13.8911,7,0,1735668000,12.7728,219.489,1.65885,7.55778,0
0.7663,3,95.9488,0,45,0,0,75,0,0,2,0,0,22.2383,5,0,14,0.955914,0,0,2.11421,74.4572,0.0275234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,35,0,12,19,25.6532,0,0,0,0,0,13.6206,7,0,1735668000,22.5355,233.516,0.928391,3.97571,0
0.8924,1,97.6952,0,46,0,0,75,0,0,2,0,0,19.1437,4,0,12,1.47663,0,0,3.44212,72.6517,0.0233623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,10,17,23.3283,0,0,0,0,0,13.9572,4,0,1735668000,16.8956,211.606,1.45327,6.86782,0
0.8924,1,98.8391,0,47,0,0,80,0,0,2,0,0,14.3895,6,0,11,0.336904,0,0,2.45102,78.2266,0.011198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,46,0,11,16,17.4987,0,0,0,0,0,13.9706,5,0,1735668000,15.1794,243.445,0.325706,1.3379,0
0.8924,1,97.308,0,48,0,0,85,0,0,2,0,0,18.5936,7,0,11,0.194893,0,0,1.06325,75.6666,0.00736281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,46,0,11,17,18.659,0,0,0,0,0,14.2524,3,0,1735668000,16.3087,240.841,0.18753,0.778648,0
0.6887,2,95.2381,0,49,0,0,75,0,0,2,0,0,19.6574,0,0,21,0.425784,0,0,4.27028,73.5382,0.00720285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,63,0,3,9,24.0327,0,0,0,0,0,13.8399,0,0,1735668000,20.0395,237.328,0.418582,1.76372,0
0.582,0,99.8939,0,50,0,0,75,0,0,2,3,0,14.631,1,0,13,0.783412,0,0,8.3929,76.8255,0.111293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,21,0,20,29,20.2499,0,0,0,0,0,14.725,7,0,1735668000,14.9072,209.949,0.672119,3.20135,0
0.7663,1,95.1554,0,51,0,0,75,0,0,2,0,0,7.57531,3,0,12,0.780384,0,0,4.45979,75.4997,0.0374524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,38,0,14,20,10.5422,0,0,0,0,0,14.3055,5,0,1735668000,8.83093,234.087,0.742931,3.17375,0
0.582,1,97.1429,0,52,0,0,85,0,0,2,3,0,7.62519,1,0,11,0.156759,0,0,5.13835,76.0691,0.00557392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,26,0,17,39,9.4171,0,0,0,0,0,14.0141,1,0,1735668000,8.37217,181.269,0.151185,0.834037,0
0.2134,2,99.743,0,53,0,0,75,0,0,2,4,0,16.3592,1,0,18,0.264651,0,0,5.051,74.0112,0.0176418,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,25,0,28,17,19.4783,0,0,0,0,0,14.6816,6,0,1735668000,17.5102,189.658,0.247009,1.30239,0
0.582,0,99.6665,0,54,0,0,80,0,0,2,3,0,10.9341,0,0,10,0.193609,0,0,5.51314,77.9692,0.00854099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,29,0,19,38,12.6291,0,0,0,0,0,14.9016,2,0,1735668000,11.8283,160.493,0.185068,1.15312,0
0.1746,3,97.2712,0,55,0,0,80,0,0,2,4,0,6.21624,2,0,15,0.0720175,0,0,2.68146,74.1367,0.00294469,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,25,0,31,19,12.3785,0,0,0,0,0,14.552,2,0,1735668000,5.77442,190.063,0.0690729,0.363422,0
0.8924,0,98.8355,0,56,0,0,75,0,0,2,0,0,18.2373,4,0,11,2.26486,0,0,1.6808,73.9607,0.0592994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,51,0,10,15,37.649,0,0,0,0,0,13.2472,5,0,1735668000,19.6635,233.621,2.20556,9.44078,0
0.8924,2,96.349,0,57,0,0,75,0,0,2,0,0,19.0132,3,0,11,1.92353,0,0,5.33546,71.97,0.0845875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,53,0,8,17,28.6987,0,0,0,0,0,13.9228,4,0,1735668000,17.7076,225.162,1.83894,8.16719,0
0.8924,2,98.9837,0,58,0,0,80,0,0,2,0,0,15.0114,5,0,10,0.664328,0,0,4.21934,76.4985,0.0173846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,48,0,9,19,15.1668,0,0,0,0,0,14.8424,4,0,1735668000,14.5082,236.131,0.646943,2.73976,0
0.7663,2,97.5984,0,59,0,0,75,0,0,2,0,0,7.23544,5,0,16,1.30022,0,0,1.44736,73.5587,0.0583214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,35,0,11,19,6.60978,0,0,0,0,0,13.1912,5,0,1735668000,6.26209,249.791,1.24189,4.97173,0
0.97,0,97.7451,0,60,0,0,72,0,0,2,0,0,15.9723,8,0,10,1.5093,0,0,3.88879,74.0248,0.0820708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,56,0,8,11,29.0993,0,0,0,0,0,13.9033,5,0,1735668000,16.0921,245.095,1.42723,5.82316,0
0.2134,0,99.6113,0,61,0,0,80,0,0,2,4,0,22.3018,4,0,20,0.124092,0,0,3.9278,73.425,0.0176304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,25,0,27,15,24.6302,0,0,0,0,0,14.5724,4,0,1735668000,21.8072,201.739,0.106462,0.527719,0
0.97,1,97.0381,0,62,0,0,72,0,0,2,0,0,24.2735,6,0,10,0.996541,0,0,3.91756,76.1958,0.0263885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,58,0,7,9,27.6983,0,0,0,0,0,13.9592,6,0,1735668000,22.9606,247.3,0.970152,3.92298,0
0.5335,2,96.1516,0,63,0,0,80,0,0,2,3,0,21.0549,2,0,11,0.278621,0,0,4.82175,75.3122,0.00923047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,31,0,14,33,20.3058,0,0,0,0,0,13.4111,2,0,1735668000,20.1961,202.155,0.26939,1.33259,0
0.8924,1,96.7019,0,64,0,0,75,0,0,2,0,0,9.63713,5,0,11,3.2796,0,0,5.68289,76.2042,0.0875842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,52,0,10,14,27.4448,0,0,0,0,0,14.3476,5,0,1735668000,9.32088,225.403,3.19201,14.1614,0
0.582,0,99.1678,0,65,0,0,80,0,0,2,3,0,16.5599,0,0,14,0.276053,0,0,7.99308,75.7429,0.0159145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,25,0,19,36,17.8912,0,0,0,0,0,14.6065,3,0,1735668000,15.8163,162.965,0.260139,1.59629,0
0.6887,0,95.5182,0,66,0,0,75,0,0,2,0,0,11.9364,1,0,17,1.14846,0,0,4.92634,72.0476,0.0157812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,61,0,4,13,15.1204,0,0,0,0,0,14.4763,1,0,1735668000,11.6595,234.72,1.13268,4.82564,0
0.8924,0,99.0549,0,67,0,0,85,0,0,2,0,0,19.0245,7,0,10,0.192155,0,0,4.70141,74.0394,0.00616072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,48,0,11,15,18.8771,0,0,0,0,0,13.9519,7,0,1735668000,19.9341,228.155,0.185994,0.81521,0
0.8924,0,96.5572,0,68,0,0,75,0,0,2,0,0,9.87709,7,0,11,1.56967,0,0,3.45687,75.5348,0.0496491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,45,0,12,17,14.1732,0,0,0,0,0,13.7896,4,0,1735668000,10.7135,236.087,1.52002,6.4384,0
0.8924,0,97.9136,0,69,0,0,80,0,0,2,0,0,10.5563,6,0,11,1.69081,0,0,1.95665,73.5562,0.07452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,46,0,12,15,16.5339,0,0,0,0,0,14.525,5,0,1735668000,12.0518,243.829,1.61629,6.6288,0
0.2134,1,99.4513,0,70,0,0,85,0,0,2,0,0,4.00806,2,0,13,0.0891076,0,0,5.3855,76.0774,0.00571594,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,33,0,24,21,5.32464,0,0,0,0,0,14.5212,2,0,1735668000,6.01862,202.919,0.0833917,0.41096,0
0.2134,2,98.5633,0,71,0,0,75,0,0,2,4,0,11.9164,2,0,19,0.242504,0,0,3.47758,75.0613,0.0191932,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,24,0,27,18,14.7612,0,0,0,0,0,13.4505,4,0,1735668000,13.7221,191.709,0.22331,1.16484,0
0.97,3,96.2313,0,72,0,0,72,0,0,2,0,0,14.5865,5,0,8,2.48735,0,0,4.30258,75.9463,0.120957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,59,0,6,12,30.2603,0,0,0,0,0,14.0153,4,0,1735668000,15.8605,254.137,2.36639,9.3115,0
0.8924,0,96.3004,0,73,0,0,80,0,0,2,0,0,14.7383,5,0,11,0.673448,0,0,5.58378,73.0883,0.0316965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,48,0,11,16,13.578,0,0,0,0,0,14.1027,5,0,1735668000,13.9583,231.783,0.641751,2.76876,0
0.2134,1,97.9702,0,74,0,0,80,0,0,2,4,0,19.8585,0,0,17,0.141223,0,0,3.18619,74.8254,0.00997882,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,25,0,29,17,19.8094,0,0,0,0,0,14.3395,5,0,1735668000,18.536,203.583,0.131244,0.644671,0
0.582,0,95.3348,0,75,0,0,80,0,0,2,3,0,12.2023,4,0,9,0.429623,0,0,1.29105,76.1991,0.0367594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,24,0,19,30,13.2003,0,0,0,0,0,14.3794,6,0,1735668000,12.0363,217.068,0.392864,1.80987,0
0.8924,2,97.1663,0,76,0,0,75,0,0,2,0,0,21.6894,5,0,9,0.846614,0,0,6.56481,72.1569,0.0365792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,53,0,10,14,22.6798,0,0,0,0,0,14.7127,5,0,1735668000,20.5014,234.418,0.810035,3.45552,0
0.2134,3,98.9475,0,77,0,0,75,0,0,2,4,0,5.12843,2,0,19,0.214692,0,0,2.32567,75.2399,0.018457,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,25,0,27,16,8.52684,0,0,0,0,0,14.5191,4,0,1735668000,5.91579,202.188,0.196235,0.970556,0
0.97,2,95.9433,0,78,0,0,72,0,0,2,0,0,14.7573,6,0,10,0.873072,0,0,2.29511,75.8545,0.0474664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,55,0,8,11,15.8868,0,0,0,0,0,14.1004,6,0,1735668000,14.4125,242.211,0.825606,3.40863,0
0.97,2,96.7833,0,79,0,0,72,0,0,2,0,0,15.0003,5,0,9,1.37927,0,0,3.14776,75.4464,0.0622127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,56,0,9,11,21.0694,0,0,0,0,0,14.543,5,0,1735668000,14.5336,248.475,1.31706,5.30058,0
0.8924,1,97.6773,0,80,0,0,75,0,0,2,0,0,16.1367,5,0,11,1.08387,0,0,6.37803,74.5208,0.0321153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,53,0,10,14,18.4384,0,0,0,0,0,14.5903,4,0,1735668000,14.8664,231.882,1.05176,4.53575,0
